search_id,split,a,b,y,time_diff,distance_diff,intersection_weighted_diff,merge_weighted_diff,narrow_weighted_diff,turn_weighted_diff,consecutive_weighted_diff,child_100m_weighted_diff,sample_weight,m_time,m_distance
0,train,2,0,1,0.0,-201.21409044804886,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
0,train,1,2,0,180.0,52.64692147391497,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
1,train,2,0,1,-104.51883375332766,-857.2543253471433,0.3333333333333333,172.97833388071442,-124.76548716779412,0.0,0.0,23.56936479494987,0.5,0.8709902812777305,1.1825530944598042
1,train,2,1,1,0.0,-831.6385081749725,0.0,200.93269564681557,-402.5854585132246,0.0,0.0,4.06924909189927,0.5,0.8709902812777305,1.1825530944598042
2,train,1,0,1,-32.816722875984055,-1403.2008629713323,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5469453812664009,1.5805694183734877
2,train,2,1,0,-98.45016862795217,208.1852735929124,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5469453812664009,1.5805694183734877
3,train,1,0,0,76.64971083725136,324.0777544920556,0.0,224.92428164949817,0.0,-0.4,0.10000000000000003,5.081461412310939,0.5,1.277495180620856,1.1678410542012976
3,train,0,2,1,-153.29942167450272,-1043.7729154740477,0.0,-115.56528625712113,0.0,0.4,-0.2,-154.8332001880413,0.5,1.277495180620856,1.1678410542012976
4,train,0,1,0,-159.05117162955935,-183.32535398015054,0.2,308.9209290784655,0.0,0.20000000000000004,-0.40000000000000036,0.0,0.5,0.662713215123164,0.612630758782848
4,train,1,2,1,-79.52558581477967,-416.22298434820726,-0.4000000000000001,-113.60561658834567,0.0,-0.1,-1.1999999999999997,0.0,0.5,0.662713215123164,0.612630758782848
5,train,0,1,0,0.0,983.8875392915984,-0.26666666666666666,0.0,124.23434590675163,0.3333333333333333,-0.2666666666666666,2.8088391191317683,0.5,0.6187359089070699,1.5859138601153848
5,train,2,1,0,148.49661813769677,1144.6615762657682,-0.13333333333333333,0.0,-32.064639123388204,0.0,0.8,0.5669868035480903,0.5,0.6187359089070699,1.5859138601153848
6,validation,0,2,0,-55.92210156126677,100.57835059370946,0.0,195.758393506699,0.0,-0.13333333333333333,2.0,4.927386533970221,0.5,0.9320350260211129,0.5182281703279376
6,validation,1,2,0,167.7663046838003,101.25757438521379,0.2,143.57863967065066,0.0,-0.13333333333333333,0.6666666666666666,-40.91102829186605,0.5,0.9320350260211129,0.5182281703279376
7,train,1,0,0,262.32957437330367,1070.1946879547118,0.33333333333333337,0.0,-138.36683198699455,0.0,0.0,0.0,0.5,1.0930398932220986,1.8401515191357016
7,train,2,0,0,327.91196796662956,1885.5959599463677,0.0,0.0,220.85888315150225,0.0,0.0,0.0,0.5,1.0930398932220986,1.8401515191357016
8,train,2,0,1,78.36975323499807,-309.231795738844,0.0,0.0,-56.423361117111156,0.0,0.0,0.0,0.5,1.3061625539166346,0.5311510713930038
8,train,2,1,1,-156.73950646999614,-775.0728932876534,-0.3333333333333333,0.0,-166.72030235716772,0.0,0.5,0.0,0.5,1.3061625539166346,0.5311510713930038
9,train,2,0,1,-132.2994159421258,517.0818372057374,0.0,-378.5521933624707,-1004.6431512765762,0.0,0.0,0.0,0.5,0.7349967552340322,0.6252253773642172
9,train,2,1,1,-44.09980531404193,576.1300017815977,0.0,-263.27481240114594,-520.8454529647994,0.0,0.0,0.0,0.5,0.7349967552340322,0.6252253773642172
10,validation,0,2,0,-100.20888630587578,-28.16717587671844,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5567160350326432,1.0332725396392644
10,validation,2,1,1,-66.80592420391719,-961.4949914568726,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.5567160350326432,1.0332725396392644
11,train,0,1,0,-97.9645186344135,1.846185003785282,0.0,0.0,-260.71530285710963,0.6666666666666666,0.0,0.0,0.5,1.632741977240225,0.9547577033619895
11,train,1,2,1,-97.9645186344135,-458.4371645597035,0.0,0.0,-132.20729585540101,-0.6666666666666666,0.0,-35.400153605284586,0.5,1.632741977240225,0.9547577033619895
12,train,0,1,1,-180.0,-732.3444107037772,-0.06666666666666667,-5.008232902905547,26.26470961557841,-0.26666666666666666,0.0,44.82188676440906,0.5,1.0,1.0
12,train,0,2,1,-120.0,-665.5953199890391,-0.2,44.1222478365213,22.586173495064884,0.0,0.0,12.823833429609227,0.5,1.0,1.0
13,train,2,0,1,-39.237971151589974,-96.1590285482311,-0.23809523809523808,62.041090870966656,95.95028935169614,0.14285714285714285,-0.047619047619047616,-169.96256664124022,0.5,0.6539661858598329,0.6570959741596873
13,train,1,2,0,-117.71391345476992,-418.9697079147752,0.23809523809523808,-70.08577672597991,-80.84320843145333,0.14285714285714285,-0.047619047619047616,84.76100022573237,0.5,0.6539661858598329,0.6570959741596873
14,train,1,0,1,-193.33095013963586,1081.64028176188,0.0,-61.35957720517243,0.0,0.0,0.0,-123.51625820284875,0.5,0.6444365004654529,1.4683157317419808
